	lines	label
1869	第二景	SDY
9011	我不满足我现在的地位。	ZSH
800	也没有听见谁？	BZL
2394	我的，少君。[唱]掘上个圹坑呵，掘上个圹坑，这样个客人好来往。	SDY
11701	啊！深心的忧伤把她害成这样子；这完全是为了她父亲的死，啊，格特鲁德！不幸的事情总是接踵而来：第一是她父亲的被杀；然后是你儿子的远别，他闯了这样大祸，不得不亡命异国，也是自取其咎。人民对于善良的波洛尼厄斯的暴死，已经群疑蜂起，议论纷纷；我们这样匆匆忙忙地把他秘密安葬，更加引起了外间的疑窦；可怜的奥菲利娅也因此而悲伤得失去了她正常的理智，我们人类也没有理智，不过是画上的图形，无知的禽兽。最后，跟这些事情同样使我不安的，是她的哥哥已经从法国秘密回来，行动诡异，居心莫测，他的耳中所听到的，都是那些拨弄是非的人所散播的关于他父亲死状的恶意的谣言，少不得牵涉到我们身上。啊，我的亲爱的格特鲁德！这种消息像一尊杀人的巨炮，到处都在危害我的生命。[内喧呼声]	ZSH
773	嗯，我就是这么说。[揭帏见是波乐纽斯。你这个鲁莽、多事的倒霉蛋，再见了！我还当是你的主子哩。你自认晦气吧。你现在该知道管闲事可有点危险。［对王后]你也不要尽扭着一双手。坐下来！让我来扭动你的心；我就要这样办，只要你的心还不是石头做成的，只要该死的习气，象铜墙铁壁，还不曾裹得它透不进半点感情。	BZL
5131	我曾经听见你向我背诵过一段台词，可是它从来没有上演过；即使上演，也不会有一次以上，因为我记得这本戏并不受大众的欢迎。它是不合一般人口味的鱼子酱；可是照我的意思看来，还有其他在这方面比我更有权威的人也抱着同样的见解，它是一本绝妙的戏剧，场面支配得很是适当，文字质朴而富于技巧。我记得有人这样批评它，说是没有耐人寻味的名言的隽句，可是一点不见矫揉造作的痕迹；他把它称为一种老老实实的写法，兼有刚健与柔和之美，壮丽而不流于纤巧。其中有一段话是我最喜爱的，那就是埃涅阿斯对狄多讲述的故事，尤其是讲到普里阿摩斯被杀的那一节	ZSH
8051	只怕我一死你就要变卦。	ZSH
1388	假使很平常，为什么你看来好像那么样特殊？	SDY
1561	用不到有鬼魂，殿下，从坟墓里来告我们这个。	SDY
2161	在外边，主上；看管着，听候发落。	SDY
1706	[朴罗纽司下。	SDY
15881	王后怎么啦？	ZSH
2013	[伶人数名携筚篥上。	SDY
215	你就替他报惨遭谋杀的冤仇。	BZL
846	他自己在哪儿？	BZL
1225	殿下别见笑。	BZL
1516	跟上去。——这可要弄成什么结局？	SDY
460	褓呢。	BZL
535	好极了，一定来。他有这种兴致，我听来十分高兴。	BZL
1473	凭圣处女，倒想得很不错：我听说他近来常把私下的时间和你一起过，而且你自己也总是肯听他的话，开怀爽快得不得了。要果真这样——人家这样跟我说，而那是劝我要当心——我得告诉你，你太不懂得你自己该怎样，才同做我的女儿和你的清名能相称。你们之间怎么样？对我说真话。	SDY
10610	啊，在什么地方，殿下？	ZSH
2681	是什么要求，殿下？我们一定允许您。	ZSH
710	噢，惊人的好儿子，居然能惊动母亲！可是母亲的这点见怪以后没有下文吗？说吧。	BZL
11401	国王上。	ZSH
270	（自下）发誓！	BZL
2309	听说是水夫们，王上；我没有见到：是克劳迪欧给我的；他从捎书人手里接到的。	SDY
11311	您说？请您听好了。[唱]	ZSH
1548	心愿如此！	SDY
6031	来，各位朋友。	ZSH
14481	哈姆雷特及霍拉旭上。	ZSH
9391	请你们准备立刻出发；因为我们必须及早制止这一种公然的威胁。	ZSH
2163	[哈姆雷特与吉尔腾司登上。	SDY
9031	嗯，可是“要等草儿青青——	ZSH
2034	我就去这么说。[下。	SDY
590	王后娘娘也要来听，马上就要来了。	BZL
2419	一个人埋在土里要多久才腐烂？	SDY
2152	[同下。	SDY
2542	娘娘愿您在比武前对赉候底施表示友好。	SDY
2093	[鬼魂上。	SDY
1430	雷	SDY
9741	哎哟！你干了什么事啦？	ZSH
2021	我一点也不会吹弄，殿下。	SDY
659	活该我生前死后永不翻身，如果我做了寡妇还要嫁人！	BZL
14981	那我可不敢说，因为也许人家会疑心我有意跟他比拼高下；可是要知道一个人的底细，应该先知道他自己。	ZSH
15571	且慢，拿酒来。哈姆雷特，这一颗珍珠是你的；祝你健康！把这一杯酒给他。[喇叭齐奏	ZSH
1263	两边都流起血来了！怎样了，殿下？	BZL
4761	弄错了什么，我的好殿下？	ZSH
24310	上天保佑他！	ZSH
267	（自下）发誓！	BZL
11481	对不起，我们以后再别提这件事了。要是有人问您这是什么意思，您就这样对他说：[唱]	ZSH
14581	嗯，殿下。	ZSH
6821	他跟娘娘都就要来了。	ZSH
73	你父亲答应吗？你说怎样，波乐纽斯？	BZL
1009	淹死了，淹死了。	BZL
12501	听您所说，果然像是真的；可是告诉我，为了您自己的安全起见，为什么您对于这样罪大恶极的暴行，不采取严厉的手段呢？	ZSH
1081	根源在哪儿？	BZL
2379	当真：手不常使用，感觉要灵敏些。	SDY
2175	[向侍从数人]到那里去找他。	SDY
14971	我是说，您不是不知道雷欧提斯有些什么特长——	ZSH
1173	先生，你对他恭维备至，对于他确乎是毫发无损；虽然，我知道，要把他的好处一件件列出来，一定会把我们的记忆都搅胡涂了，叫它失去了计算能力，交不出一篇清楚的帐目来，即使交得出，那究竟还是一条摇摇晃晃的舢板，怎么也赶不上他这艘一帆凤顺的快船。可是，凭真情实理来恭维一番，我认为他才德集了大成，品性高贵到稀有少见，说句最确切不过的赞美话，他只有在自己面前的镜子里才见得到和他相仿的第二人，别的人要想追上他，就至多是他背后的黑影子罢了。	BZL
1381	他已经，吾主，煞费精神地向我求得了我迟迟的允许，最后终于对他那心愿我盖上难能的同意：我请求御驾，就赐准他离开去吧。	SDY
2821	[在下]	ZSH
163	见怪，那倒是想得周到啊！我听说他近来常常把私下的时间就花在你的身上，听说你自己又许他要见你就见你，有求必应。要真是这样——我是听人家说这样，人家告诉我也无非是要我注意——我必须对你说，你太不了解你自己该怎样当我的女儿，做你的小姐。你跟他究竟怎么样？老实告诉我。	BZL
1456	[下。	SDY
1974	[除哈姆雷特与霍瑞旭外俱下。	SDY
563	殿下，难道美丽，除了跟贞洁以外，还能有什么更好的交往吗？	BZL
50	就带了这一副怒容，中止了谈判，在冰天雪地中，病击了波兰的雪车队。真是奇怪。	BZL
634	这个家伙会告诉我们的。戏子总不能保守秘密；他们会把什么话都讲出来。	BZL
1185	那我可不敢说知道，因为怕一说我知道他有什么特长、就表示我自命有什么特长，敢于跟他一比了！实际上，要明白知道别人，就得要先知道自己。	BZL
1812	[罗撰克兰兹与吉尔腾司登同下。	SDY
1600	比如说赌博，大人。	SDY
1781	[旁白]还是在讲我的女儿。	SDY
1366	它走了！它这般庄严威武，我们真不该这样表示粗暴，那对它有冒犯；因为它好比是空气，刀枪伤不得，把我们的空斫化成可笑的伤害。	SDY
1323	剖那陀接我的岗。祝你们晚安。	SDY
632	咦，这是鬼鬼祟祟，没有好事。	BZL
9191	殿下，娘娘请您立刻就去见她说话。	ZSH
1675	他当真这样。	SDY
1617	让他奏自己的曲调。	SDY
93	是，正是殿下永远的忠仆。	BZL
11	没有动静吗？	BZL
6141	再会，殿下！[吉尔登斯吞同下]	ZSH
1895	不，现在也不是我的了。[向朴罗纽司]卿家，你曾经在大学里演过戏，你说是吗？	SDY
4610	怎么，霍拉旭！你在发抖，你的脸色这样惨白，这不是幻象吧？你有什么高见？	ZSH
1220	我也就竭诚领受了，	BZL
2091	一个杀人犯，一个恶棍；这奴才不及你先夫两百分之一；一个混充着君王、打诨作怪的小丑；一个国土与君权的小偷，把贵重的王冠从架上盗下，放进了腰包！	SDY
1826	娘娘，碰巧我们在路上赶过了一些个演戏的：我们把这告诉他，他听见说起好像显得很高兴：他们现在已经来到了宫里头，而且，我想来，已经奉到了命令今晚上要演给他看。	SDY
1735	我们应说些什么呢，殿下？	SDY
2316	是哈姆雷特的亲笔。“光身”！且信末的附言还说起“独自”。你能对我作说明吗？	SDY
8711	在那演戏的一提到毒药的时候？	ZSH
7211	上帝啊！我不过是给您消遣消遣的。一个人为什么不说说笑笑呢？您瞧，我的母亲多么高兴，我的父亲还不过死了两个钟头。	ZSH
2192	遵命，少帅。	SDY
3771	这是很可能的。	ZSH
1163	当真有点冷，殿下。	BZL
2130	[罗撰克兰兹与吉尔腾司登同下。	SDY
3731	陛下以为我是怎样的一个人？	ZSH
2024	[朴罗纽司上。	SDY
273	那就当稀客来招待，别大惊小怪。你知道夭地间有许多事情，霍拉旭，决不是你们的哲学所梦想得到的。可是来吧！天保佑你们，在这里再发誓一次：不管我举动怎样的离奇古怪，	BZL
10801	是的，哈姆雷特。	ZSH
665	你听说了情节吗？里面没有什么要不得的地方吗？	BZL
1250	[旁白][饮酒，将杯授哈姆雷特。这一杯正是有毒的！已经来不及了！	BZL
14451	好霍拉旭，请你跟住他。[霍拉旭下。向雷欧提斯]	ZSH
5761	这一段太长啦。	ZSH
1481	是啊，捕捉傻山鹬的罗网。我知道，当欲火熏蒸的时候，灵魂会怎样教舌头滥发盟誓；这些发光焰，女儿，光多于热，一烧亮就熄灭，正在答应时，跟正在烧亮时一样，你切勿把它们当火。从今往后要少露你那闺女的声色于他；将你的会晤要看得比一声传令去面谈更值价。对哈姆雷特殿下，要信任他到这一步，就是他年纪还轻，他可以行动自由的限度比你大得多：干脆说，莪斐丽亚，别信他的盟誓；它们穿针引线，不是它们的衣裳所显示的颜色，而只是追求调情打趣的坏家伙，气息倒像是假装圣洁的臭虔婆，为的是更好欺骗人。归总一句话：讲得简单明了些，从现在开始，我不准你随便糟蹋片刻的闲暇，再去跟哈姆雷特殿下说甚话。要好生注意，关照你：来吧。	SDY
7631	我的全身将要失去生机；	ZSH
889	跟她谈谈也好，免得她惹人家捕风捉影，闹出了三长四短。	BZL
13761	人家说得很奇怪。	ZSH
1811	亲爱的殿下。	SDY
1051	［唱〕来一把锄头啊，一把锹，一把锹，翻开它黄土啊一堆，掘一个泥坑啊，请客人进里头，住起来挺美啊挺美。[掷起另一骷髅。	BZL
12410	是，殿下。	ZSH
1143	用国王名义，发出紧急的命令，说因为英国是他忠心的藩属国，因为双方的友善该象棕榈树欣欣向荣，因为和平该保持麦穗的花冠，该成为一个撇点联接住两国的邦交，再加上一大套诸如此类、严重万分的“因为”，着——一见文书，不容延误，不许这两位送信的有时间忏悔，把他们立即处死！	BZL
342	堡做学生的时候（亚达姆斯）。现代学者认为诗与附信都合莎士比亚时代青年人写情书的时髦风格，虽不免造作，终是热情流露，老头子挑剔嘲弄，与他自己的言谈对照，适见其可笑。我们也可以想见”五四”（读〕给我灵魂的偶像，只应天上有的、绝顶美艳的莪菲丽亚——这是个措词拙劣的句子，措词下流的句子；“美艳”是下流的措词。可是听下去吧：（读）愿此数行留在她皎洁的怀中，等等。	BZL
1578	决不要跟人说起你们所见到的，按着我的剑发誓。	SDY
10941	哈姆雷特、罗森格兰兹、吉尔登斯吞等同上。	ZSH
8510	既然是很普通的，那么你为什么瞧上去好像老是这样郁郁于心呢？	ZSH
6961	很好，好极了；我吃的是变色的蜥蜴的肉，喝的是充满着甜言蜜语的空气，你们的肥鸡还没有这样的味道哩。	ZSH
134	不太久，慢点数数目数得上一百。玛、贝还要久一些，还要久一些。	BZL
2218	她总是谈起她父亲；说她听人说世上有阴谋诡计；咕哝着，捶着胸；为细小的事情生气；说话很模糊，只一半有意义；她言语莫名其妙，可是她胡乱道来，不由得不叫听的人加以猜测；他们一捉摸，便拼凑起来去适应他们的想法；只因她说话时挤眼、点头、做手势，那当真会叫人以为话里含隐痛，虽不准是什么，总使人想到坏处。	SDY
317	欢迎，罗森克兰兹，纪尔顿斯丹！我们不仅仅老想念亲爱的二位，还需要借重二位，才把你们勿勿召来了。你们已经风闻了哈姆雷特发生了大变。我说他大变，因为他这个人和原先、从内到外都大不相同了。除了丧父的哀痛，究竟还有什么害得他这样子神志失常，自己不认识自己，我实在想不出。我想到你们二位从小就跟他一块儿教养起来的，既是少年的同伴，又熟悉脾气，因此特地请二位到这儿官廷中小住几天；你们好陪他玩玩，逗他去消遣消遣，也好趁机会尽可能搜集些情况，摸清楚究竟有什么心病把他折磨到这样，让我们明白了，也就好对症下药。	BZL
2569	中一下。	SDY
12391	叫他们进来。[仆人下]	ZSH
2038	[国王，罗撰克兰兹与吉尔腾司登上。	SDY
4410	不要走！说呀，说呀！我命令你，快说。[鬼魂下]	ZSH
2411	为什么？	SDY
3721	可是她对于他的爱情抱着怎样的态度呢？	ZSH
1466	父亲在上，儿子谨此拜别了。	SDY
2436	这样想就会想得过于细致精密了。	SDY
2612	小福丁勃拉思从波兰凯旋归来，他的队伍向来自英格兰的钦使鸣这阵礼炮。	SDY
1544	[手写。]	SDY
278	是，老爷。	BZL
901	唉呀，陛下看。	BZL
13411	是，殿下。	ZSH
11321	姑娘，姑娘，他死了，	ZSH
1447	今晚上我要去守夜；也许它还会出现。	SDY
1147	谁叫他们要搞上这一件好差使！我心上一点也不觉得对他们不起；他们要巴结讨好，就自讨苦吃。贱骨头不识相，偏要赶两大劲敌你来我往的热闹，插进来一手，真不知危险哪！	BZL
7461	三百六十回向大地环航，	ZSH
989	是个诺曼第人吗？	BZL
1154	[脱帽，深深一鞠躬]恭喜殿下回国。	BZL
204	你要引我到哪儿去？说！我不走了。	BZL
7091	小姐，我可以睡在您的怀里吗？	ZSH
1510	请听话；不能去。	SDY
1713	也不是她鞋子的底掌？	SDY
77	陛下，太阳大，受不了这个热劲“儿”。	BZL
1359	[鸡鸣。]	SDY
1648	请先对两位使臣赐予了接见；我这点消息将是盛宴后的果品。	SDY
5711	去，去，你娼妇一样的命运！	ZSH
970	现在你明白了，得承认我的无罪，你得把我当作你心腹的朋友，既然你用了懂事的耳朵听说了凶手杀的是你那位高贵的父亲，要的是我的命。	BZL
7471	自从爱把我们缔结良姻，	ZSH
336	好了，结果圆满。	BZL
231	哈姆雷特殿下！	BZL
5331	圆睁着两颗血红的眼睛，	ZSH
2156	一件没啥啥的东西；领我去见他。狐狸躲好了，大家都来找。	SDY
754	母亲，有什么事情？	BZL
2233	很好，多谢您！他们说猫头鹰原来是面包房老板的女儿。上帝啊，我们知道我们现在是什么，可不知道将来会变成什么。愿上帝与你同餐桌！	SDY
7691	再嫁的除非是杀夫淫妇。	ZSH
11271	谁是你情郎？	ZSH
2188	[丹麦一原野]	SDY
1072	你不知道吗？哪一个傻瓜也都会知道的。也就是那一天生的小哈姆雷特——他现在可疯了，送到英国去了。	BZL
1696	谁跟谁讲？	SDY
4101	走进我的坟墓里去？	ZSH
2421	为什么他比别人耐久些？	SDY
9601	去，去，不要用这种胡说八道的话问我。	ZSH
990	是诺曼第人。	BZL
6011	殿下，我按照他们应得的名分对待他们就是了。	ZSH
6431	殿下，我有几件您送给我的纪念品，我早就想把它们还给您；请您现在收回去吧。	ZSH
1914	您在开玩笑，殿下。	SDY
1192	你说的吊架是什么东西？	BZL
2445	放她入土吧：愿她清白纯洁的肉体上会开出紫罗兰的花！告诉你，粗暴的牧师，你在地狱里呼号狂叫时，我妹妹准已当上了天使。	SDY
838	殿下一定得告诉我们尸首在哪儿，然后跟我们一块儿去见王上。	BZL
1596	大人，我是想那么办。	SDY
2494	[旁白，向哈姆雷特]不认识，殿下。	SDY
11611	少年男子不知羞耻，	ZSH
2615	这景象在哪里？	SDY
626	嗯，殿下。	BZL
1900	好了，殿下；他们静候您吩咐。	SDY
2328	是这个名字。	SDY
19610	瞧，它用很有礼貌的举动，招呼您到一个僻远的所在去；可是别跟它去。	ZSH
3841	他真的常常这样踱来踱去。	ZSH
501	这一节太长了。	BZL
7881	人世间的哀乐变幻无端，	ZSH
2046	吾主，他正在去他母后椒房里：我要去将自己躲藏在毡幔后边，听他们交谈；她准会责得他坦白：而且，正如您说过，且说得多圣明，最好除母亲之外还有其他人偷听那谈话，因为母亲的天性使她们难免要袒护。告别了，主君：您就寝以前小臣当再来拜谒，向您禀报我的听闻。	SDY
13421	啊，正是；现在却让蛆虫伴寝，他的下巴也脱掉了，一柄工役的锄头可以在他头上敲来敲去。从这种变化上，我们大可看透了生命的无常。难道这些枯骨生前受了那么多的教养，死后却只好给人家当木块一般抛着玩吗？想起来我的骨头都痛了。	ZSH
1989	王上，殿下——	SDY
1875	也不要太瘟了，要让你的得体感教你怎样演：叫姿势配合字句，叫字句配合姿势；特别要谨守这一点，就是你不可超过人天性的中和之道；因为任何东西这么做过了分，便乖离演戏的本意，须知演戏的目的，当初和现在都一样，是要仿佛端着镜子照见人性的真实；使美德显示见它自己的本相，叫丑恶暴露它自己的原形，要时代和世人看到自己的形象和印记。却说做过了头或有所不足，虽然能叫外行人发笑，却不能不使明眼人伤心；这些别具慧眼的人，你们得承认，他的判断要比一戏园其他听众的意见有分量得多呢。啊，我见过有些伶人演戏，还听到人家称赞他们，赞得老高呢，倒不是我形容过分，他们讲话既不像基督教徒的口齿，走路也不像基督教徒、邪教徒，甚至不像人在跨步子，他们那昂头阔步和大声吽叫，使我想起当是造化的雇工造他们出来的，没有造好，所以他们模仿人性弄到这样可恶。	SDY
1518	上天会指引它。	SDY
243	你们说怎样；哪个人心里会想到过？可是你们会保密吗？霍、玛天作证，殿下。	BZL
265	殿下说怎样发誓吧。	BZL
2761	那不算，把手按在我的剑上。	ZSH
10391	殿下，您把那尸体怎么样啦？	ZSH
6421	谢谢你，很好，很好，很好。	ZSH
894	草帽上嵌贝壳。	BZL
2357	对不起。这儿有片水；好：这儿站着个人儿；好：要是这人儿到水里去叫自己淹死掉，不管他有意无意，他就去了；你明白那个；可是要是那片水跑过来把他淹死的话，他便没有叫自己淹死：所以，那没有把自己弄死的人儿就没有弄短自己的命。	SDY
264	啊哈！你也说？你在那里吗，老家伙？你们不听见地窖里这个家伙吗？来吧，发誓。	BZL
13431	[唱]	ZSH
552	殿下，我身边有一些殿下的纪念品，我许久以来一直想拿来奉还，现在请殿下收回吧。	BZL
20810	凭着上天起誓，谁要是拉住我，我要叫他变成一个鬼！走开！去吧，我跟着你。[鬼魂及哈姆雷特同下]	ZSH
1996	敬从尊命，足下：你说吧。	SDY
8071	地不要养我，天不要亮我！	ZSH
8381	卢西亚努斯	ZSH
13821	假如他不是在未死以前就已经腐烂——就如现在多的是害杨梅疮死的尸体，简直抬都抬不下去——他大概可以过八九年；一个硝皮匠在九年以内不会腐烂。	ZSH
16100	霍拉旭及马西勒斯上。	ZSH
1991	驾返寝宫，觉得非常不舒服。	SDY
1953	《捕鼠机》。凭圣处女，怎么说？打比喻的说法。这	SDY
1243	〔二人重行比赛。又中了一下；你说是不是？	BZL
2470	[哈姆雷特与霍瑞旭上。	SDY
1721	丹麦是座牢狱。	SDY
413	一个梦本身就是一个影子。	BZL
5721	天上的诸神啊！剥去她的权力，	ZSH
2573	好吧，再来。	SDY
451	戏子来了。	BZL
36	你是个读书人：对它说话吧，霍拉旭。	BZL
9701	[拔剑]	ZSH
2123	[罗撰克兰兹与吉尔腾司登同下。	SDY
863	他会恭候的，不会走。〔侍从下。	BZL
947	你得唱“瞠啊瞠，你叫他啊瞠啊”。噢，翻来复去，多么相称！讲的是那个坏良心的管家偷了他主人家的小姐。	BZL
135	我只看见这么久。	BZL
1336	噤声！莫讲了；您瞧，它又在来了！	SDY
5281	发出残忍而惨恶的凶光，	ZSH
16910	回父亲的话，我们刚才谈起哈姆雷特殿下的事情。	ZSH
654	是运随爱转呢还是爱逐运移。这是个还需要证明来解决的问题。大人物一倒，他的嬖幸都跑了，穷酸一得志，跟他的仇敌都要好了；从古到今只有爱侍侯幸运，	BZL
1376	虽然对亲爱的王兄哈姆雷特下世去记忆犹新，我们正该当满心存悲痛，全王国上下如一人，深锁着愁眉，蹙一片广大的哀容，但周详的思虑兀自跟感情作战，于是我们以适度的悲伤想念他，同时也没有遗忘掉我们自己。所以我们仿佛以残败的欢欣——好比一只眼含着笑，一只在流泪，丧礼中有欢乐，喜庆时又唱悼歌，使欣喜和悲苦彼此铢两相称——将我们往日的嫂氏，如今的王后，我们这勇武的宗邦的袭位王嫠，娶为德配；我们在这件事情上并没有排除诸位的高见，且多承自动来赞助：对列公，我们要致谢。现在来讲小福丁勃拉思，这件事各位都知道，他小觑我们的声威，或者认为亲爱的先兄去世后，我们这邦国便变得散乱不成形，加上他自以为有利可图的妄想，他就不断送文书前来相薅恼，一意要我们放弃他父亲的邦土，那失地归我们英勇的王兄所奄有，全经受法律保障。关于他，到这里。现在来谈我们自己和这次会议。事情是这样：我们备好了一封书，给小福丁勃拉思的叔父挪威王，他衰病缠身，卧床不起，不知道他侄儿的谋划，请他把他那侄儿进一步的行动加以制止；为的是那招兵募众，聚草征粮，全部由他治下的臣民负担；我特此派你，考耐列欧斯，还有你，伏尔砥曼特，作专使，送这封文书给挪威老王，可是我授与你们对彼邦君主相应的权限，不得任意超越了这些指示所明白规定的范围。再见，望即速去奉命，以表忠诚。这使命，一切事，我们都忠心赤胆。	SDY
890	让她进来。〔侍臣下。〔旁白〕也正合罪孽的本性，我心惊肉跳，把细事都当作大难将临的预兆，犯罪人疑神疑鬼，吊胆提心，越是怕出毛病，越是会自己出毛病。侍臣引莪菲丽亚上。	BZL
1819	他承认他觉得自己神志错乱；但由于什么缘故却不肯明言。	SDY
1158	肥沃。一头言生做了许多言生的主人，就会把它的秣槽搬到国王的饭桌上来的。他是一只小八哥养成的小老鸹，可是，我说，他拥有大量的臭粪。	BZL
9131	我真的一点不会，殿下。	ZSH
6061	听着，老朋友，你会演《贡萨洛之死》吗？	ZSH
1417	请暂时按捺一下子，莫要太惊奇，且注意听我来开陈，待我把这件怪事对您讲，这两位士子可以替我作见证。	SDY
251	暗中登场，一时不一定就看见哈姆雷特。	BZL
14071	王后和朝臣们也都来了；他们是送什么人下葬呢？仪式又是这样草率的？瞧上去好像他们所送葬的那个人，是自杀而死的，同时又是个很有身份的人。让我们躲在一旁瞧瞧他们。[与霍拉旭退后]	ZSH
5651	库克罗普斯	ZSH
565	真的，殿下曾经使我相信是这样的。	BZL
48	可不象先王吗？	BZL
13211	别绞尽你的脑汁了，懒驴子是打死也走不快的；下回有人问你这个问题的时候，你就对他说：“掘坟的人。”因为他造的房子是可以一直住到世界末日的。去，到酒店里去给我倒一杯酒来。	ZSH
14671	时间虽然很局促，可是我已经抓住眼前这一刻工夫；一个人的生命可以在说一个“一”字的一刹那之间了结。可是我很后悔，好霍拉旭，不该在雷欧提斯之前失去了自制；因为他所遭遇的惨痛，正是我自己的怨愤的影子。我要取得他的好感。可是他倘不是那样夸大他的悲哀，我也绝不会动起那么大的火性来的。	ZSH
5771	它应当跟你的胡子一起到理发匠那儿去剪一剪。念下去吧。他只爱听俚俗的歌曲和淫秽的故事，否则他就要瞌睡的。念下去；下要讲到赫卡柏	ZSH
968	我很好；可是他们也明白他们这样做有什么好处：我自然会报答他们的。你设法把我给国王的信交到了以后，请就象逃命一般，火速前来会我。我有话要对你亲自说，准叫你听了会张口结舌哩；可是话还是太轻，事情的本身还重得多了。这几个好伙计会把你带到我目前所在的地方。	BZL
297	再见，一路顺风。	BZL
2182	我看见一个见到你用心的天使。可是，来吧；往英格兰去！再会了，亲爱的母亲。	SDY
2286	[宫堡内另一斋堂]	SDY
1441	你准会大吃一惊。	SDY
5961	除非人间的哀乐不能感动天庭——	ZSH
7861	过分的喜乐，剧烈的哀伤，	ZSH
1924	[诵开场词者上。	SDY
631	这是什么意思，殿下？[同下。	BZL
8431	赫卡忒	ZSH
2219	跟她谈谈倒也好，否则她也许在恶意者的心中散播危险的猜度。	SDY
2951	波洛尼厄斯及雷纳尔多上。	ZSH
4531	你怎么说？	ZSH
83	哈姆雷特，你这样当孝子，居丧尽哀，足见你天性纯笃，大可称道，但是须知你父亲失去过父亲，那个父亲也曾失去过父亲，后死者要克尽孝道，自然要哀悼一个时期。但是漫无止境，哀毁逾恒，却正是不够孝顺的一种行径，不够堂堂男子气；这反而表现出意志是逆天背理，心是经不起磨练，性情是暴躁，头脑是十分简单，毫无修养。既然我们知道是无可避免的，而且同家常便饭一样的普通，为什么我们要赌气，老记在心上呢？咦！这种行径是违反了上天，违反了死者，违反了人情世故，最蛮不讲理，全不管丁忧丧父在理性是看作常事的，全不管理性就从第一遭变故直喊到如今：“这是不可避免的！”我请你抛弃这种无益的悲伤，把我当作你的父亲；我要全世界知道你是我的王位的最直接继承人；最好的慈父怎样用最大的慈爱对待儿子，我就怎样对待你，决不比他差一分。至于你想要回到威登堡大学去继续读书，这种想法是最不合我的意思的；我请你、一定要勉强你、留在这里，使满朝欣慰，当我的第一名重臣，不愧为王上的爱侄，王上的宠儿。	BZL
520	老人，自己会吃亏的，是出于照顾他们的好意。	BZL
927	安静点，好莱阿替斯。	BZL
4971	啊，你有一件怎样的宝贝！	ZSH
1694	字儿，字儿，字儿。	SDY
3611	这件事情总算圆满结束了。王上，娘娘，要是我向你们长篇大论地解释君上的尊严，臣下的名分，白昼何以为白昼，黑夜何以为黑夜，时间何以为时间，那不过徒然浪费了昼、夜、时间；所以，既然简洁是智慧的灵魂，冗长是肤浅的藻饰，我还是把话说得简单一些吧。你们的那位殿下是疯了；我说他疯了，因为假如要说明什么才是真疯，那么除了说他疯了以外，还有什么话好说呢？可是那也不用说了。	ZSH
11911	谁可以阻止你？	ZSH
874	白”，更欠自然。你得治好我。非等我知道是治好了，我无论遭遇如何，不会再欢笑了。〔下。第四场丹麦原野。福丁布拉斯、一队长及士兵列队行进上。	BZL
6	是贝纳陀？	BZL
483	去抓；我们马上来一段台词。来，让我们先领略一下你们的技艺。来，来一段热情的台词。伶人甲哪一段呢，殿下？	BZL
2310	赉候底施，听我念。你去吧。[使者下。[读]“谨上书于位崇而权隆之尊座，兹特报知我已被	SDY
15851	他们两人都在流血，您怎么啦，殿下？	ZSH
698	且表明他存心不理二人，只顾喊奏乐。	BZL
1756	会是这样吗？	SDY
2158	我已经派人去找他，去寻那尸体。这个人由他去恣肆有多么危险！可是我们不能用峻法处治他；心神不健全的群黎对他很爱戴，他们的好感凭眼睛，不根据理性；这就会光嫌犯罪者的刑罚太重，而不去问罪状。为图个平静安稳，这样突然遣他走定会显得是出于体谅的考虑；病情一危急，便需使用猛药来医治才有效，否则就没救。怎么！事情怎么样？	SDY
3411	谢谢你们，罗森格兰兹和善良的吉尔登斯吞。	ZSH
1992	因喝多了酒，足下？	SDY
18910	王上今晚大宴群臣，作通宵的醉舞；每次他喝下了一杯葡萄美酒，铜鼓和喇叭便吹打起来，欢祝万寿。	ZSH
539	纪尔顿斯丹却表示做到这一点并非没有困难。他们回避不提哈姆雷特锋利的盘问他们、发现他们是奉命前来的事实。”（陶顿）让他，象出于偶然似的，在这儿碰见莪菲丽亚。她的父亲跟我就权充密探，躲好了看他们，不让他们看见，好好的注意他们会面的情形，从他的一举一动，一言一语，断定他是不是真为了恋爱的痛苦才这样发作的。	BZL
12561	启禀陛下，是哈姆雷特寄来的信；这一封是给陛下的，这一封是给王后的。	ZSH
15871	唉，奥斯里克，正像一只自投罗网的山鹬，我用诡计害人，反而害了自己，这也是我应得的报应。	ZSH
1745	因为我想起，殿下，假使人不能使您欢喜的话，那些演戏的将得不到您的青睐了：我们在路上赶过了他们；他们就要到这儿来，侍候殿下。	SDY
1683	您认识我吗，殿下？	SDY
708	不能给你一个好好的回答；我的头脑出了毛病。可是，先生，凡是我所能作的回答，我都可以拿出来应命，或者照你说来，我该说应我母亲的命。那么闲话少说，言归正传！我的母亲，你说——	BZL
706	先生，我不能。	BZL
44	别走！说呀，说呀！我命令你说话！（鬼魂下	BZL
4510	它走了，不愿回答我们。	ZSH
12531	不要让这件事扰乱了你的睡眠；你不要以为我是这样一个麻木不仁的人，会让人家揪着我的胡须，还以为不过开开玩笑。不久你就可以听到消息。我爱你父亲，我也爱我自己；那我希望可以使你想到——	ZSH
944	花在身边或手头。	BZL
8921	您不能什么，殿下？	ZSH
